age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
-0.22866248,-1.0646654,-1.9958067,-0.22486615,-0.22550187,0.010322968,Federal-gov,9th,Married-civ-spouse,Farming-fishing,Husband,Black,Male,United-States,<=50K
0.37091163,-0.6927633,-1.2106742,-0.22486615,4.7279706,0.010322968,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
1.5700599,-0.76699203,-0.4255417,-0.22486615,-0.22550187,0.010322968,Private,HS-grad,Divorced,Tech-support,Unmarried,White,Female,United-States,<=50K
1.3452196,0.23082916,1.1447234,-0.22486615,-0.22550187,0.010322968,Local-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
-1.4278108,-0.21847536,-0.4255417,-0.22486615,-0.22550187,0.010322968,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
1.1953261,-0.108205736,-0.032975424,-0.22486615,-0.22550187,1.6753104,nan,Some-college,Married-civ-spouse,nan,Husband,Asian-Pac-Islander,Male,South,>50K
0.071124576,1.6225841,-0.4255417,-0.22486615,-0.22550187,3.3402977,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
0.8205922,0.013519266,-0.4255417,-0.22486615,-0.22550187,0.010322968,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
-1.1280236,-0.011066317,0.7521571,-0.22486615,-0.22550187,1.0093154,Local-gov,Assoc-acdm,Never-married,Protective-serv,Not-in-family,White,Male,United-States,<=50K
-1.3528639,0.68575037,-0.032975424,-0.22486615,-0.22550187,0.34332043,Private,Some-college,Never-married,Sales,Own-child,Black,Male,United-States,<=50K
0.5208052,1.8046858,1.1447234,-0.22486615,3.190017,0.010322968,Private,Bachelors,Divorced,Exec-managerial,Own-child,White,Male,United-States,<=50K
-0.6033963,-1.2209879,-0.032975424,-0.22486615,-0.22550187,0.010322968,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Own-child,White,Male,United-States,<=50K
-1.2029704,1.1067402,-0.032975424,-0.22486615,-0.22550187,-2.0709112,State-gov,Some-college,Married-civ-spouse,Other-service,Husband,Black,Male,United-States,<=50K
0.74564546,0.46729305,-1.2106742,-0.22486615,-0.22550187,0.010322968,Private,11th,Never-married,Machine-op-inspct,Unmarried,White,Male,Puerto-Rico,<=50K
-1.2779171,0.04899579,-0.032975424,-0.22486615,-0.22550187,0.010322968,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
-1.4278108,3.2588255,-0.4255417,-0.22486615,-0.22550187,-1.2384175,Private,HS-grad,Married-AF-spouse,Adm-clerical,Wife,White,Female,United-States,<=50K
-0.52844954,-0.99703425,-0.032975424,-0.22486615,-0.22550187,-0.15617578,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,nan,>50K
0.74564546,0.6807722,0.7521571,-0.22486615,-0.22550187,0.010322968,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
-0.52844954,2.923714,-1.9958067,-0.22486615,-0.22550187,0.26007107,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
1.1203793,-0.9567646,1.1447234,-0.22486615,-0.22550187,0.010322968,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
-1.0530769,-0.1750504,1.1447234,-0.22486615,-0.22550187,0.84281665,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
0.8205922,-0.90002435,-0.4255417,-0.22486615,-0.22550187,0.010322968,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,United-States,<=50K
-0.97813016,0.90750176,-0.4255417,-0.22486615,-0.22550187,-0.40592387,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
1.4201664,1.3508657,1.1447234,-0.22486615,-0.22550187,0.010322968,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,United-States,>50K
1.1203793,-0.43993068,-0.4255417,-0.22486615,-0.22550187,-0.15617578,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
0.44585842,-0.5880456,1.5372896,-0.22486615,-0.22550187,0.010322968,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Female,United-States,<=50K
0.2210181,-0.83557624,0.35959086,-0.22486615,-0.22550187,0.010322968,State-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
-0.67834306,0.7361892,0.35959086,-0.22486615,-0.22550187,0.26007107,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
-0.97813016,-1.4770777,-0.032975424,-0.22486615,-0.22550187,0.010322968,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,Other,Female,United-States,<=50K
-1.5027575,0.32433212,-0.4255417,-0.22486615,-0.22550187,-0.82217073,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,nan,<=50K
0.6706987,-1.2960863,1.929856,-0.22486615,4.3883595,1.6753104,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,Honduras,>50K
0.895539,0.5522276,1.1447234,-0.22486615,-0.22550187,1.2590635,Federal-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,>50K
0.6706987,-0.7594322,-0.4255417,-0.22486615,-0.22550187,1.6753104,Self-emp-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
0.37091163,0.42645895,-0.032975424,-0.22486615,-0.22550187,0.010322968,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
0.59575194,0.22911733,-2.7809393,-0.22486615,-0.22550187,0.010322968,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Mexico,<=50K
-0.22866248,-1.2542899,0.35959086,-0.22486615,-0.22550187,0.010322968,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,Puerto-Rico,<=50K
0.2210181,-0.41206947,-0.4255417,-0.22486615,-0.22550187,0.67631793,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
-0.6033963,-0.034782104,-0.4255417,1.6905192,-0.22550187,0.010322968,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
-0.6033963,-1.225198,1.1447234,0.69480914,-0.22550187,0.010322968,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
-0.45350277,0.9441072,-2.3883731,-0.22486615,-0.22550187,0.010322968,nan,7th-8th,Married-spouse-absent,nan,Not-in-family,White,Male,nan,<=50K
0.74564546,-0.39108336,-0.4255417,-0.22486615,-0.22550187,0.010322968,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
0.29596487,-0.69651085,2.3224223,-0.22486615,-0.22550187,0.42656982,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
-0.67834306,-0.79861,-0.032975424,-0.22486615,-0.22550187,1.5088116,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Male,United-States,<=50K
-0.15371571,-0.3365176,-0.4255417,-0.22486615,-0.22550187,0.010322968,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
-0.7532898,-0.08077944,-0.032975424,-0.22486615,-0.22550187,0.010322968,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
1.1203793,-0.2041145,-0.4255417,-0.22486615,-0.22550187,0.010322968,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
0.8205922,-0.0020722686,-0.032975424,-0.22486615,-0.22550187,0.84281665,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
-0.97813016,0.08120596,-0.032975424,-0.22486615,-0.22550187,0.010322968,nan,Some-college,Never-married,nan,Own-child,White,Male,United-States,<=50K
-1.4278108,-0.83644605,-0.032975424,-0.22486615,-0.22550187,-0.65567195,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,United-States,<=50K
-0.52844954,1.0925089,1.1447234,-0.22486615,-0.22550187,0.010322968,Private,Bachelors,Separated,Sales,Own-child,Black,Female,United-States,<=50K
-0.67834306,-0.27395716,1.1447234,-0.22486615,-0.22550187,2.507804,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
-1.1280236,0.18296269,-0.032975424,-0.22486615,-0.22550187,0.010322968,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
3.0689952,-0.6214494,-0.032975424,-0.22486615,-0.22550187,-1.6546644,Private,Some-college,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,United-States,<=50K
-0.8282366,0.20371747,-0.4255417,-0.22486615,-0.22550187,0.010322968,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,Mexico,<=50K
0.14607134,-1.477642,0.7521571,-0.22486615,-0.22550187,0.010322968,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
2.169634,0.19296533,-1.6032405,-0.22486615,-0.22550187,-3.153153,nan,10th,Married-civ-spouse,nan,Husband,White,Male,United-States,<=50K
-1.5027575,1.0893629,-1.2106742,-0.22486615,-0.22550187,-1.4881656,Private,11th,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
-0.52844954,-0.61050296,-2.3883731,-0.22486615,-0.22550187,0.010322968,Local-gov,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
-1.5027575,2.3589394,-0.4255417,-0.22486615,-0.22550187,-0.82217073,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
1.0454326,0.78290826,1.1447234,-0.22486615,-0.22550187,0.010322968,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,Cuba,<=50K
0.59575194,-1.2980943,-0.4255417,-0.22486615,-0.22550187,0.010322968,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,United-States,<=50K
1.5700599,-0.29580382,-0.4255417,-0.22486615,-0.22550187,0.67631793,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
0.44585842,1.4035716,-0.4255417,5.2557416,-0.22550187,0.010322968,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Female,United-States,>50K
1.1203793,1.4282035,-0.4255417,-0.22486615,-0.22550187,-0.40592387,Private,HS-grad,Divorced,Sales,Own-child,White,Female,United-States,<=50K
0.8205922,0.70628303,-0.4255417,-0.22486615,-0.22550187,0.010322968,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
-0.378556,0.093882754,1.5372896,-0.22486615,-0.22550187,0.84281665,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
-0.6033963,-1.2729627,-1.9958067,-0.22486615,-0.22550187,0.010322968,Private,9th,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
0.37091163,2.0260856,2.3224223,-0.22486615,-0.22550187,0.84281665,Federal-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,>50K
1.4201664,0.53734857,0.35959086,-0.22486615,-0.22550187,0.010322968,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
-0.07876895,0.87742907,-0.032975424,-0.22486615,-0.22550187,0.010322968,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Female,United-States,<=50K
-0.7532898,0.19115172,-0.032975424,-0.22486615,-0.22550187,-1.2384175,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,Black,Female,United-States,<=50K
-0.6033963,-0.68619365,-0.4255417,-0.22486615,3.5902731,-0.40592387,Private,HS-grad,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,nan,<=50K
-0.30360925,0.31822503,1.1447234,-0.22486615,-0.22550187,0.010322968,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
-0.67834306,-0.70619893,-0.032975424,-0.22486615,-0.22550187,0.84281665,Local-gov,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
0.74564546,-0.0058105355,2.3224223,-0.22486615,4.3883595,1.6753104,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
-0.07876895,0.09973073,-0.032975424,-0.22486615,-0.22550187,0.67631793,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
0.74564546,-0.19255732,0.7521571,-0.22486615,-0.22550187,0.010322968,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,Female,England,<=50K
-0.45350277,0.53209275,-0.4255417,-0.22486615,-0.22550187,0.010322968,Federal-gov,HS-grad,Never-married,Other-service,Own-child,Black,Male,United-States,<=50K
2.8441548,-0.6265664,1.5372896,-0.22486615,-0.22550187,0.010322968,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
0.44585842,0.059007682,1.1447234,5.5155582,-0.22550187,1.6753104,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
0.6706987,-0.395932,1.5372896,-0.22486615,-0.22550187,0.84281665,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
-1.3528639,-0.03335712,-0.032975424,-0.22486615,-0.22550187,0.010322968,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,United-States,<=50K
-0.67834306,-0.8186523,-0.4255417,-0.22486615,-0.22550187,0.010322968,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
-0.45350277,1.1636286,-0.4255417,2.7125928,-0.22550187,0.010322968,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
-1.5777043,1.0453087,-1.6032405,12.802275,-0.22550187,-0.65567195,nan,10th,Never-married,nan,Own-child,White,Female,United-States,<=50K
-0.6033963,0.02772283,-1.2106742,-0.22486615,-0.22550187,0.010322968,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
-0.52844954,-0.024427846,-0.4255417,-0.22486615,-0.22550187,0.010322968,Local-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
0.29596487,-0.6219306,-0.4255417,-0.22486615,-0.22550187,0.010322968,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
-1.0530769,2.2251112,1.1447234,-0.22486615,-0.22550187,0.010322968,Private,Bachelors,Never-married,Sales,Other-relative,White,Male,United-States,<=50K
-0.0038221867,-1.1712707,1.929856,-0.22486615,-0.22550187,0.010322968,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
1.3452196,1.329676,-0.4255417,-0.22486615,4.3519726,0.84281665,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,Canada,>50K
-0.7532898,1.7207506,-0.032975424,1.3279217,-0.22550187,-1.2384175,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,United-States,<=50K
-0.15371571,-0.82390803,-0.4255417,-0.22486615,-0.22550187,0.010322968,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,United-States,<=50K
1.1203793,-0.89068794,-1.9958067,-0.22486615,-0.22550187,0.84281665,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
1.3452196,1.0288104,-0.032975424,-0.22486615,-0.22550187,0.84281665,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
0.8205922,0.050578076,0.35959086,-0.22486615,-0.22550187,0.010322968,Local-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,>50K
1.2702729,0.5149097,-0.032975424,-0.22486615,-0.22550187,1.3423128,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
-1.2029704,-0.82605475,-0.4255417,-0.22486615,-0.22550187,0.09357233,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
-1.2779171,0.074118055,-0.032975424,-0.22486615,-0.22550187,0.010322968,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
0.14607134,-0.67595965,1.1447234,-0.22486615,-0.22550187,1.6753104,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
-0.6033963,-1.061908,1.1447234,-0.22486615,-0.22550187,0.010322968,Private,Bachelors,Never-married,Exec-managerial,Own-child,Black,Male,Germany,<=50K
-0.67834306,0.70401603,1.1447234,-0.22486615,-0.22550187,0.84281665,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
-1.4278108,1.0150787,-0.032975424,-0.22486615,-0.22550187,-0.40592387,Private,Some-college,Never-married,Other-service,Own-child,Black,Male,United-States,<=50K
0.6706987,0.887589,1.1447234,-0.22486615,-0.22550187,0.010322968,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
-1.3528639,-0.7421751,-0.032975424,-0.22486615,3.9444392,-0.98866946,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
-0.52844954,-0.7121949,0.7521571,-0.22486615,-0.22550187,0.010322968,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
-0.22866248,-0.57924587,-0.4255417,-0.22486615,-0.22550187,0.010322968,nan,HS-grad,Married-civ-spouse,nan,Husband,White,Male,United-States,<=50K
0.071124576,1.6085101,-0.032975424,-0.22486615,-0.22550187,0.010322968,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
-0.7532898,-1.13151,0.7521571,-0.22486615,-0.22550187,1.6753104,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
-1.0530769,-1.3748491,-0.4255417,-0.22486615,4.0487485,0.010322968,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
-0.0038221867,-0.656232,-0.4255417,1.4509528,-0.22550187,-0.40592387,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
-0.07876895,0.5764431,1.1447234,-0.22486615,-0.22550187,0.84281665,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
0.59575194,-0.4229604,0.7521571,-0.22486615,-0.22550187,-0.3226745,Private,Assoc-acdm,Divorced,Tech-support,Not-in-family,Black,Female,United-States,<=50K
-0.0038221867,-0.61044747,1.5372896,-0.22486615,-0.22550187,0.010322968,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,Iran,>50K
0.37091163,-1.2490342,-0.4255417,-0.22486615,-0.22550187,1.6753104,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
-0.8282366,-0.2662863,0.35959086,-0.22486615,-0.22550187,-0.40592387,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,<=50K
-1.3528639,-1.4582475,-0.032975424,-0.22486615,-0.22550187,-1.6546644,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States,<=50K
0.8205922,-1.0172154,-0.032975424,-0.22486615,-0.22550187,0.010322968,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,United-States,>50K
1.7199534,-1.1593342,-0.4255417,-0.22486615,-0.22550187,0.010322968,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
-0.8282366,0.37824088,-0.032975424,-0.22486615,-0.22550187,0.010322968,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
-1.4278108,1.1563001,-0.032975424,-0.22486615,-0.22550187,-0.82217073,Private,Some-college,Never-married,Other-service,Own-child,White,Male,Mexico,<=50K
0.5208052,0.043295857,0.35959086,-0.22486615,3.568441,0.010322968,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,>50K
2.3944743,-0.8006642,-0.032975424,-0.22486615,-0.22550187,0.010322968,Private,Some-college,Never-married,Tech-support,Other-relative,White,Male,United-States,<=50K
-0.52844954,-0.056360416,-0.4255417,-0.22486615,-0.22550187,-0.82217073,Private,HS-grad,Never-married,Transport-moving,Unmarried,Black,Female,United-States,<=50K
-1.2029704,-0.15296316,-0.032975424,-0.22486615,-0.22550187,-1.321667,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
-0.15371571,-0.77367276,-0.4255417,-0.22486615,-0.22550187,-1.321667,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,United-States,<=50K
1.9447937,-0.09875829,-1.2106742,-0.22486615,5.0603046,0.010322968,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
0.37091163,-0.1595514,-0.032975424,-0.22486615,-0.22550187,0.010322968,nan,Some-college,Divorced,nan,Not-in-family,White,Female,United-States,<=50K
0.6706987,-0.054556057,-0.032975424,-0.22486615,-0.22550187,-0.15617578,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,Mexico,<=50K
-0.30360925,0.05809162,-0.4255417,-0.22486615,-0.22550187,0.010322968,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
-0.378556,-0.2674337,1.1447234,-0.22486615,-0.22550187,0.010322968,Private,Bachelors,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,Philippines,<=50K
-1.2779171,0.9646676,-0.4255417,-0.22486615,-0.22550187,-0.40592387,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
1.0454326,0.5644232,-0.4255417,-0.22486615,-0.22550187,0.42656982,nan,HS-grad,Divorced,nan,Not-in-family,White,Male,United-States,>50K
0.74564546,-0.038770206,-0.4255417,-0.22486615,-0.22550187,0.5098192,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
-1.1280236,0.20946367,1.1447234,-0.22486615,-0.22550187,0.010322968,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
2.4694211,2.7973902,-0.032975424,-0.22486615,4.1797414,-3.153153,Self-emp-not-inc,Some-college,Separated,Sales,Unmarried,Black,Male,United-States,<=50K
-0.67834306,-0.0034232265,-0.4255417,-0.22486615,-0.22550187,1.6753104,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
0.29596487,0.3382118,1.1447234,-0.22486615,-0.22550187,0.84281665,Private,Bachelors,Separated,Other-service,Other-relative,Black,Male,United-States,<=50K
2.2445807,-1.4211702,-3.1735055,-0.22486615,-0.22550187,-1.6546644,nan,1st-4th,Divorced,nan,Not-in-family,White,Female,United-States,<=50K
-0.97813016,0.563026,-0.4255417,-0.22486615,-0.22550187,0.010322968,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,United-States,<=50K
0.44585842,-1.0505173,1.5372896,-0.22486615,-0.22550187,0.010322968,Self-emp-inc,Masters,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,United-States,<=50K
-0.7532898,-0.9575696,-0.4255417,-0.22486615,-0.22550187,0.010322968,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,England,<=50K
0.5208052,0.08489796,1.5372896,-0.22486615,-0.22550187,0.010322968,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
-0.15371571,0.14112927,-0.032975424,-0.22486615,-0.22550187,0.010322968,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,Mexico,<=50K
