age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
18,Private,,11th,7.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
34,Local-gov,112680.0,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,0.0,,,United-States,<=50K
59,,358747.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,55.0,,
,Private,161141.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,,0.0,40.0,United-States,<=50K
47,Private,262244.0,Bachelors,13.0,Never-married,Sales,Not-in-family,Black,Male,0.0,,60.0,United-States,>50K
29,Private,185908.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,55.0,United-States,>50K
23,Private,140462.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
27,State-gov,41115.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,Black,,0.0,0.0,40.0,United-States,<=50K
53,Private,291755.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
32,,63516.0,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,,United-States,<=50K
25,,25497.0,Some-college,10.0,Never-married,Transport-moving,Not-in-family,White,Male,4101.0,0.0,,United-States,<=50K
42,Private,252058.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,,0.0,40.0,United-States,<=50K
36,Private,69251.0,,9.0,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,<=50K
20,Private,332689.0,5th-6th,3.0,Married-civ-spouse,Craft-repair,Husband,,Male,0.0,,40.0,Mexico,<=50K
33,Private,312923.0,10th,,Married-civ-spouse,Other-service,Husband,White,Male,,0.0,80.0,Mexico,<=50K
,Private,157595.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
17,Private,33138.0,,8.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
29,Private,232666.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
21,Private,221480.0,Some-college,10.0,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,25.0,Ecuador,<=50K
53,Local-gov,177063.0,Some-college,,Married-civ-spouse,,Husband,White,,0.0,0.0,40.0,United-States,>50K
32,Private,164190.0,Some-college,10.0,,Exec-managerial,Own-child,White,Male,0.0,0.0,,United-States,<=50K
41,Private,294270.0,9th,,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,,United-States,<=50K
36,Private,72375.0,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,45.0,United-States,<=50K
67,State-gov,54269.0,10th,6.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,,United-States,<=50K
45,Private,289353.0,,9.0,Married-civ-spouse,,Husband,Black,Male,,0.0,24.0,United-States,<=50K
44,Self-emp-not-inc,157217.0,,13.0,,,Not-in-family,White,,0.0,0.0,,United-States,<=50K
29,Private,,11th,7.0,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
23,Private,145917.0,HS-grad,9.0,,Handlers-cleaners,,White,Female,0.0,0.0,25.0,United-States,<=50K
26,Private,287797.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,,0.0,45.0,United-States,<=50K
29,Private,109404.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
41,Private,230961.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,
66,Local-gov,54826.0,Assoc-voc,11.0,Widowed,Prof-specialty,,White,Female,0.0,,20.0,United-States,
37,Self-emp-not-inc,143774.0,Bachelors,13.0,,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,Germany,>50K
61,Private,27086.0,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,White,Male,,0.0,,United-States,<=50K
,Private,43501.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,,Male,0.0,0.0,40.0,United-States,>50K
,Private,213842.0,Some-college,,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
48,Private,33669.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,,60.0,United-States,<=50K
,Private,288185.0,9th,5.0,,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K
21,State-gov,41183.0,Some-college,10.0,Never-married,Prof-specialty,Own-child,,Female,0.0,0.0,20.0,United-States,
34,Private,353213.0,Assoc-acdm,12.0,,Craft-repair,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K
54,,93449.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,,0.0,0.0,40.0,India,>50K
39,,33975.0,,,Married-civ-spouse,Craft-repair,Husband,White,Male,,0.0,50.0,United-States,<=50K
33,Self-emp-inc,287372.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,,50.0,,>50K
50,Self-emp-inc,195322.0,Doctorate,16.0,Separated,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50K
28,,113635.0,12th,,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
,Private,96282.0,,6.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,14.0,United-States,
,Private,,HS-grad,9.0,Divorced,Machine-op-inspct,,,Female,0.0,,40.0,United-States,<=50K
36,Private,130200.0,HS-grad,9.0,Divorced,Machine-op-inspct,Unmarried,White,,0.0,0.0,40.0,United-States,
34,,175856.0,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
23,Private,335439.0,,13.0,Never-married,Sales,,White,Female,0.0,1741.0,50.0,United-States,
46,Private,23545.0,HS-grad,9.0,Divorced,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
41,,304906.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
76,Private,82628.0,7th-8th,4.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
63,Private,163708.0,9th,5.0,Widowed,,Not-in-family,White,,0.0,0.0,,United-States,<=50K
35,,195744.0,HS-grad,9.0,Divorced,,Not-in-family,White,Male,0.0,0.0,50.0,,<=50K
27,Private,255582.0,HS-grad,9.0,,Machine-op-inspct,Not-in-family,,Female,0.0,0.0,40.0,United-States,<=50K
49,Private,213668.0,Masters,14.0,Married-civ-spouse,Sales,,White,Male,0.0,0.0,40.0,,>50K
44,Private,,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,Ecuador,<=50K
,Private,,,,Never-married,Prof-specialty,,White,Female,0.0,0.0,30.0,United-States,<=50K
83,Private,186112.0,Some-college,10.0,Never-married,Exec-managerial,,White,Female,0.0,,,United-States,<=50K
37,Private,219546.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,4386.0,0.0,44.0,,>50K
61,Local-gov,224711.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,,0.0,63.0,United-States,>50K
28,Private,,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,48.0,United-States,<=50K
19,Private,264390.0,Some-college,10.0,,Adm-clerical,Own-child,White,Female,0.0,2001.0,40.0,United-States,<=50K
29,Local-gov,142443.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
49,Private,,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,,45.0,United-States,<=50K
31,,118161.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
25,Private,212304.0,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
27,Local-gov,255237.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,,United-States,<=50K
,Private,123785.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,0.0,,75.0,,<=50K
42,Private,77373.0,,10.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,38.0,United-States,<=50K
37,Private,99233.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,,40.0,United-States,<=50K
29,Private,54932.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
38,,216924.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
31,Private,422836.0,5th-6th,3.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,El-Salvador,<=50K
35,Local-gov,33975.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
71,Local-gov,,Bachelors,13.0,Widowed,,Unmarried,White,Female,0.0,0.0,6.0,United-States,<=50K
35,Local-gov,233327.0,,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
,Private,,Assoc-acdm,12.0,,,Husband,,Male,0.0,1825.0,50.0,,>50K
,Local-gov,199281.0,,13.0,Separated,,Unmarried,White,Male,,0.0,40.0,United-States,<=50K
39,Private,,Some-college,,Divorced,Adm-clerical,Not-in-family,White,,0.0,0.0,,United-States,<=50K
31,Private,264351.0,12th,8.0,Separated,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,Mexico,<=50K
46,Private,52291.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,,,45.0,United-States,>50K
39,Private,191524.0,HS-grad,9.0,,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
27,Private,200641.0,10th,6.0,,Exec-managerial,Wife,White,Female,0.0,,40.0,Mexico,<=50K
42,Self-emp-not-inc,104118.0,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,Male,,0.0,40.0,United-States,<=50K
,Private,120135.0,Assoc-voc,11.0,Never-married,Sales,,White,Female,0.0,0.0,40.0,United-States,<=50K
,Private,81281.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,,,40.0,United-States,<=50K
19,Private,495982.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,10.0,United-States,
55,,451603.0,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,,United-States,<=50K
53,Private,127749.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,,40.0,United-States,>50K
,Private,154308.0,,14.0,Married-civ-spouse,,Husband,Black,,0.0,0.0,40.0,United-States,>50K
23,,410439.0,HS-grad,9.0,Divorced,Prof-specialty,Own-child,White,Male,0.0,0.0,,United-States,
28,Private,67218.0,7th-8th,4.0,Married-civ-spouse,,,White,Male,0.0,0.0,40.0,United-States,<=50K
47,Self-emp-not-inc,180446.0,Some-college,10.0,,Tech-support,Husband,Black,Male,,0.0,40.0,United-States,>50K
51,,166459.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
30,Private,101562.0,HS-grad,9.0,Never-married,,Not-in-family,White,Female,0.0,0.0,,United-States,
27,State-gov,28848.0,Bachelors,13.0,Never-married,Prof-specialty,,White,Male,0.0,0.0,9.0,United-States,
,Self-emp-not-inc,347910.0,Some-college,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,35.0,United-States,
31,Private,73796.0,Some-college,10.0,Widowed,Exec-managerial,Unmarried,White,Female,0.0,0.0,30.0,United-States,<=50K
,Private,141592.0,,6.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
,,113326.0,Some-college,,Married-civ-spouse,,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
47,Private,359461.0,Bachelors,,,Craft-repair,,White,Male,0.0,0.0,,United-States,<=50K
22,Self-emp-inc,375422.0,Bachelors,13.0,,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,South,<=50K
24,Private,311311.0,Bachelors,,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,65.0,United-States,<=50K
30,Private,94235.0,,7.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,
31,Private,157887.0,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,65.0,United-States,>50K
51,Private,70767.0,,9.0,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,United-States,<=50K
35,,422933.0,Bachelors,13.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,37.0,United-States,<=50K
18,Private,109702.0,Some-college,10.0,Never-married,Sales,,White,Female,0.0,0.0,30.0,United-States,
36,Private,238415.0,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
24,Private,119329.0,Bachelors,13.0,Never-married,Sales,Not-in-family,,Female,0.0,0.0,60.0,United-States,<=50K
,Local-gov,102442.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,,,0.0,0.0,45.0,United-States,>50K
35,Private,206951.0,Some-college,10.0,Married-civ-spouse,Sales,,White,Male,0.0,0.0,40.0,,>50K
38,Private,,Some-college,10.0,Divorced,Tech-support,Unmarried,White,Female,0.0,1726.0,,United-States,<=50K
21,Private,30039.0,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,,0.0,0.0,,United-States,<=50K
19,Private,280071.0,Some-college,10.0,Never-married,Machine-op-inspct,Other-relative,White,Male,0.0,0.0,50.0,,<=50K
33,Private,158438.0,,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
36,Private,191146.0,Some-college,10.0,Divorced,Sales,Unmarried,Black,Female,,,,United-States,<=50K
37,Private,131827.0,HS-grad,9.0,Never-married,Craft-repair,Unmarried,White,,0.0,0.0,40.0,United-States,<=50K
39,Self-emp-inc,51089.0,Bachelors,13.0,,Prof-specialty,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
37,Private,176073.0,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,,0.0,0.0,50.0,United-States,<=50K
65,Self-emp-inc,150095.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,,0.0,,40.0,United-States,<=50K
60,Private,154589.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,,White,Male,3103.0,0.0,35.0,United-States,>50K
26,,78172.0,Some-college,,Married-AF-spouse,Protective-serv,Husband,White,,0.0,0.0,40.0,United-States,<=50K
,Federal-gov,275366.0,,,,Other-service,Husband,White,Male,0.0,,40.0,United-States,<=50K
31,Private,184306.0,Assoc-voc,11.0,Never-married,,,White,Male,0.0,1980.0,60.0,United-States,<=50K
,Local-gov,311569.0,Masters,14.0,,Exec-managerial,,White,Male,,0.0,50.0,United-States,>50K
21,Private,103205.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
50,Local-gov,425804.0,Bachelors,13.0,Divorced,,Not-in-family,White,Female,0.0,0.0,40.0,,>50K
24,Private,274398.0,Some-college,,Never-married,Adm-clerical,Own-child,Black,Female,0.0,,20.0,,<=50K
35,,100634.0,Some-college,10.0,Divorced,Adm-clerical,,White,Female,0.0,0.0,40.0,United-States,<=50K
24,Private,200997.0,HS-grad,9.0,Never-married,Handlers-cleaners,,White,Male,0.0,0.0,45.0,United-States,<=50K
35,Private,139364.0,Bachelors,13.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
22,Private,248446.0,5th-6th,,Never-married,Priv-house-serv,Not-in-family,White,Male,0.0,0.0,50.0,Guatemala,<=50K
41,Private,116103.0,HS-grad,9.0,Widowed,Exec-managerial,,White,Male,914.0,0.0,40.0,United-States,<=50K
56,Private,83196.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
32,Private,228265.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,,Female,0.0,0.0,30.0,United-States,<=50K
,,210830.0,HS-grad,9.0,Never-married,,Not-in-family,White,Female,,0.0,40.0,United-States,<=50K
23,Self-emp-not-inc,174714.0,10th,6.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,60.0,,<=50K
37,Private,497300.0,HS-grad,9.0,Never-married,Other-service,Unmarried,,Male,0.0,0.0,40.0,United-States,<=50K
23,Private,340432.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,,0.0,0.0,,United-States,<=50K
51,,358740.0,11th,,Divorced,Sales,Unmarried,White,Female,0.0,0.0,35.0,United-States,<=50K
54,Local-gov,,,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Portugal,<=50K
37,Private,,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
,Private,346478.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
36,Private,293528.0,,11.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,3.0,United-States,<=50K
,Federal-gov,47707.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,40.0,United-States,<=50K
41,Private,70447.0,Some-college,10.0,,Sales,Husband,Asian-Pac-Islander,Male,0.0,0.0,,United-States,<=50K
25,Local-gov,278404.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
42,Private,125280.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,3137.0,0.0,40.0,United-States,<=50K
23,Private,183327.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,Black,Female,0.0,1594.0,20.0,United-States,<=50K
17,Private,172548.0,9th,5.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,8.0,United-States,<=50K
42,Local-gov,,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1579.0,40.0,,<=50K
30,Private,278006.0,HS-grad,9.0,Divorced,Tech-support,Unmarried,White,,0.0,0.0,40.0,,<=50K
40,Private,143046.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,,<=50K
23,Private,182117.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
30,,80625.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,,United-States,<=50K
26,Self-emp-not-inc,224361.0,7th-8th,4.0,Married-civ-spouse,Transport-moving,,White,Male,0.0,0.0,75.0,United-States,<=50K
32,Private,207301.0,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
21,Private,118693.0,Some-college,,Never-married,Handlers-cleaners,Own-child,,Male,0.0,0.0,40.0,United-States,<=50K
37,State-gov,318891.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
35,Private,278403.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,80.0,United-States,>50K
42,Private,32878.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,42.0,United-States,>50K
39,Private,174242.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,,0.0,60.0,United-States,>50K
51,State-gov,237141.0,,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
23,Private,208908.0,Bachelors,13.0,Never-married,Other-service,Not-in-family,,Female,0.0,0.0,30.0,United-States,<=50K
60,Private,39263.0,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,3325.0,0.0,35.0,United-States,<=50K
18,Private,473449.0,Some-college,10.0,,,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
26,Private,160445.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
37,Private,387430.0,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,37.0,United-States,<=50K
38,Local-gov,116608.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,,35.0,United-States,>50K
31,Private,212705.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,,0.0,40.0,United-States,>50K
34,Private,182401.0,Assoc-acdm,12.0,Divorced,Adm-clerical,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
43,Private,,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,,<=50K
34,Private,113688.0,Some-college,10.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,34.0,,<=50K
49,Self-emp-inc,94606.0,Doctorate,,Married-civ-spouse,Prof-specialty,,Black,Male,0.0,0.0,,United-States,>50K
61,Private,107438.0,7th-8th,4.0,Married-civ-spouse,,Husband,Black,Male,0.0,,40.0,United-States,<=50K
40,Private,226585.0,Some-college,,Married-civ-spouse,Adm-clerical,Wife,White,,0.0,0.0,35.0,United-States,>50K
36,Private,311255.0,HS-grad,9.0,,Machine-op-inspct,,Black,,0.0,0.0,,Haiti,<=50K
31,Private,56964.0,Some-college,10.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
28,,142712.0,,,Married-civ-spouse,Exec-managerial,Husband,White,,0.0,0.0,70.0,,<=50K
,Private,162825.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
