age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
18,Private,,11th,7.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
34,Local-gov,112680.0,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,0.0,,,United-States,<=50K
59,,358747.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,55.0,,
,Private,161141.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,,0.0,40.0,United-States,<=50K
47,Private,262244.0,Bachelors,13.0,Never-married,Sales,Not-in-family,Black,Male,0.0,,60.0,United-States,>50K
29,Private,185908.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,55.0,United-States,>50K
23,Private,140462.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
27,State-gov,41115.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,Black,,0.0,0.0,40.0,United-States,<=50K
53,Private,291755.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
32,,63516.0,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,,United-States,<=50K
25,,25497.0,Some-college,10.0,Never-married,Transport-moving,Not-in-family,White,Male,4101.0,0.0,,United-States,<=50K
42,Private,252058.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,,0.0,40.0,United-States,<=50K
36,Private,69251.0,,9.0,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,<=50K
20,Private,332689.0,5th-6th,3.0,Married-civ-spouse,Craft-repair,Husband,,Male,0.0,,40.0,Mexico,<=50K
33,Private,312923.0,10th,,Married-civ-spouse,Other-service,Husband,White,Male,,0.0,80.0,Mexico,<=50K
,Private,157595.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
17,Private,33138.0,,8.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
29,Private,232666.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
21,Private,221480.0,Some-college,10.0,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,25.0,Ecuador,<=50K
53,Local-gov,177063.0,Some-college,,Married-civ-spouse,,Husband,White,,0.0,0.0,40.0,United-States,>50K
32,Private,164190.0,Some-college,10.0,,Exec-managerial,Own-child,White,Male,0.0,0.0,,United-States,<=50K
41,Private,294270.0,9th,,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,,United-States,<=50K
36,Private,72375.0,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,45.0,United-States,<=50K
67,State-gov,54269.0,10th,6.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,,United-States,<=50K
45,Private,289353.0,,9.0,Married-civ-spouse,,Husband,Black,Male,,0.0,24.0,United-States,<=50K
44,Self-emp-not-inc,157217.0,,13.0,,,Not-in-family,White,,0.0,0.0,,United-States,<=50K
29,Private,,11th,7.0,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
23,Private,145917.0,HS-grad,9.0,,Handlers-cleaners,,White,Female,0.0,0.0,25.0,United-States,<=50K
26,Private,287797.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,,0.0,45.0,United-States,<=50K
29,Private,109404.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
41,Private,230961.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,
66,Local-gov,54826.0,Assoc-voc,11.0,Widowed,Prof-specialty,,White,Female,0.0,,20.0,United-States,
37,Self-emp-not-inc,143774.0,Bachelors,13.0,,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,Germany,>50K
61,Private,27086.0,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,White,Male,,0.0,,United-States,<=50K
,Private,43501.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,,Male,0.0,0.0,40.0,United-States,>50K
,Private,213842.0,Some-college,,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
48,Private,33669.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,,60.0,United-States,<=50K
,Private,288185.0,9th,5.0,,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K
21,State-gov,41183.0,Some-college,10.0,Never-married,Prof-specialty,Own-child,,Female,0.0,0.0,20.0,United-States,
34,Private,353213.0,Assoc-acdm,12.0,,Craft-repair,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K
54,,93449.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,,0.0,0.0,40.0,India,>50K
39,,33975.0,,,Married-civ-spouse,Craft-repair,Husband,White,Male,,0.0,50.0,United-States,<=50K
33,Self-emp-inc,287372.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,,50.0,,>50K
50,Self-emp-inc,195322.0,Doctorate,16.0,Separated,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50K
28,,113635.0,12th,,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
,Private,96282.0,,6.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,14.0,United-States,
,Private,,HS-grad,9.0,Divorced,Machine-op-inspct,,,Female,0.0,,40.0,United-States,<=50K
36,Private,130200.0,HS-grad,9.0,Divorced,Machine-op-inspct,Unmarried,White,,0.0,0.0,40.0,United-States,
34,,175856.0,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
23,Private,335439.0,,13.0,Never-married,Sales,,White,Female,0.0,1741.0,50.0,United-States,
46,Private,23545.0,HS-grad,9.0,Divorced,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
41,,304906.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
76,Private,82628.0,7th-8th,4.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
63,Private,163708.0,9th,5.0,Widowed,,Not-in-family,White,,0.0,0.0,,United-States,<=50K
35,,195744.0,HS-grad,9.0,Divorced,,Not-in-family,White,Male,0.0,0.0,50.0,,<=50K
27,Private,255582.0,HS-grad,9.0,,Machine-op-inspct,Not-in-family,,Female,0.0,0.0,40.0,United-States,<=50K
49,Private,213668.0,Masters,14.0,Married-civ-spouse,Sales,,White,Male,0.0,0.0,40.0,,>50K
44,Private,,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,Ecuador,<=50K
